alert_id,client_id,product_id,product_family,product_category,product_block,alert_type,category,priority_score,priority_level,urgency,confidence,impact_score,urgency_score,explainability_score,expected_revenue,recommended_action,reason,actor_id,action_deadline_hours,source_engines,explanation,evidence,created_at,due_at,suppressed,suppression_reason
AL-d4d1718c9be6,1000082425,5108,Familia T1,Categoria T1,technical,churn_risk,risk,61.48,medium,critical,0.65,0.29955635543605535,1.0,0.85,0.0,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 59.9. | Inactivity ratio is 5.00. | Detected 1 drift signals.,"{""risk_score"": 0.5991127108721107, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 390.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-395676cca9cf,1000076171,Categoria C1,Anestesia,unknown,commodity,cross_sell_opportunity,opportunity,52.41,medium,critical,0.6,0.12015733333333332,1.0,0.75,1802.36,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1802.36. | Capture ratio is 0.00.,"{""potential_h"": 1802.36, ""potential_gap"": 1802.36, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-7a7cbdcfce90,22924,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,50.26,medium,critical,0.6,0.07242933333333333,1.0,0.75,1086.44,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1086.44. | Capture ratio is 0.00.,"{""potential_h"": 1086.44, ""potential_gap"": 1086.44, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-e138b520cc00,1000079838,5107,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,68.99,medium,critical,0.7,0.4443312582531597,0.9997453310696094,0.82,5850.789999999999,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9997453310696094, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-ca12f8fbaec2,6725,Categoria C1,Anestesia,unknown,commodity,cross_sell_opportunity,opportunity,53.67,medium,critical,0.6,0.148208,1.0,0.75,2223.12,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 2223.12. | Capture ratio is 0.00.,"{""potential_h"": 2223.12, ""potential_gap"": 2223.12, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-3a2fe1675509,1000100637,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,52.0,medium,critical,0.6,0.11115599999999999,1.0,0.75,1667.34,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1667.34. | Capture ratio is 0.00.,"{""potential_h"": 1667.34, ""potential_gap"": 1667.34, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-17009b3cd18c,1000063976,5108,Familia T1,Categoria T1,technical,churn_risk,risk,61.48,medium,critical,0.65,0.2996342500708818,1.0,0.85,0.0,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 59.9. | Inactivity ratio is 5.00. | Detected 1 drift signals.,"{""risk_score"": 0.5992685001417636, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 595.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-885650447a5d,26194,5100,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,68.95,medium,critical,0.7,0.4440366972477064,0.9990825688073394,0.82,0.0,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9990825688073394, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-75cda54d7c2f,1000078481,5099,Familia T1,Categoria T1,technical,account_deterioration,executive,52.32,medium,medium,0.72,0.32973698570450444,0.6594739714090089,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5996103491918584, ""inactivity_score"": 1.0, ""drift_score"": 0.998051745959292, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-cc7225fcf0fd,1000101876,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,50.26,medium,critical,0.6,0.07242933333333333,1.0,0.75,1086.44,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1086.44. | Capture ratio is 0.00.,"{""potential_h"": 1086.44, ""potential_gap"": 1086.44, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-35cff1f98c3c,1000101711,5107,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,68.91,medium,critical,0.7,0.44373522458628833,0.9984042553191488,0.82,0.0,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9984042553191488, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-5e2771b543b1,18690,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,48.13,low,high,0.6,0.25204733333333335,0.7082633945297865,0.75,3780.71,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,marketing_automation,48,feature_engineering | commodity_ai_engine,Potential gap is 3780.71. | Capture ratio is 0.29.,"{""potential_h"": 5338.0, ""potential_gap"": 3780.71, ""capture_ratio"": 0.2917366054702136, ""cross_sell_score"": 0.7082633945297865}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-564976143db5,8580,5115,Familia T2,Categoria T1,technical,churn_risk,risk,52.86,medium,high,0.65,0.2566426426426427,0.8088888888888889,0.85,0.0,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,48,technical_product_engine,Churn risk score is 51.3. | Inactivity ratio is 2.02. | Detected 1 drift signals.,"{""risk_score"": 0.5132852852852854, ""risk_level"": ""medium"", ""inactivity_score"": 0.8088888888888889, ""days_since_last_order"": 91.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-cb3cd23c00b5,1000077889,5116,Familia T2,Categoria T1,technical,product_mix_drift,anomaly,68.68,medium,critical,0.7,0.4418618224264974,0.9941891004596192,0.82,0.0,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 0.99. | Volume drift is 0.00. | Interval drift is 0.99.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9941891004596192, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-2ba174ca7ddf,41688,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,57.0,medium,critical,0.6,0.22231199999999998,1.0,0.75,3334.68,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 3334.68. | Capture ratio is 0.00.,"{""potential_h"": 3334.68, ""potential_gap"": 3334.68, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-476a8ebb7591,11721,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,63.01,medium,critical,0.6,0.35586666666666666,1.0,0.75,5338.0,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 5338.00. | Capture ratio is 0.00.,"{""potential_h"": 5338.0, ""potential_gap"": 5338.0, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-7d3801b7abe5,1000082242,5107,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,68.99,medium,critical,0.7,0.4443316412859559,0.9997461928934008,0.82,0.0,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9997461928934008, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-57b0cf04c605,39037,5115,Familia T2,Categoria T1,technical,product_mix_drift,anomaly,68.5,medium,critical,0.7,0.44041966281500766,0.9909442413337672,0.82,6999.08,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 0.99. | Volume drift is 0.00. | Interval drift is 0.99.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9909442413337672, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-f5374e336db2,27645,5099,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,68.99,medium,critical,0.7,0.4443340691685062,0.999751655629139,0.82,2854.79,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.999751655629139, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-0cee53385385,1000082789,5108,Familia T1,Categoria T1,technical,account_deterioration,executive,52.35,medium,medium,0.72,0.32996200750469046,0.6599240150093809,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5999437148217637, ""inactivity_score"": 1.0, ""drift_score"": 0.999718574108818, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-1fdcbef62ce3,1000081217,5107,Familia T1,Categoria T1,technical,account_deterioration,executive,52.35,medium,medium,0.72,0.329966306156406,0.659932612312812,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5999500831946756, ""inactivity_score"": 1.0, ""drift_score"": 0.9997504159733775, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-3e15f15e48e9,18432,5115,Familia T2,Categoria T1,technical,product_mix_drift,anomaly,68.99,medium,critical,0.7,0.4443482069599442,0.9997834656598744,0.82,4625.22,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9997834656598744, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-f6075b81efdd,36329,4567,Familia C1,Categoria C1,commodity,demand_leakage,risk,45.52,low,critical,0.5253944853439959,0.00019473652451969082,1.0,0.9,2.9210478677953624,Validate account status before commercial recovery action.,Observed demand is below expected demand for this client-product pair.,delegado,24,commodity_ai_engine,Expected demand exceeds observed demand by 2.92. | Gap ratio is 100%. | Routing reason: below_threshold.,"{""predicted_30d_sales"": 2.9210478677953624, ""observed_30d_sales"": 0.0, ""gap_ratio"": 1.0, ""leakage_score"": 0.42031558827519677, ""route_to_engine"": ""none""}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-a08847b46b55,17362,5115,Familia T2,Categoria T1,technical,account_deterioration,executive,52.31,medium,medium,0.72,0.3296827972027972,0.6593655944055944,0.86,2627.07,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.59953006993007, ""inactivity_score"": 1.0, ""drift_score"": 0.9976503496503496, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-20673fece28f,1000080557,5107,Familia T1,Categoria T1,technical,churn_risk,risk,61.46,medium,critical,0.65,0.29903603967124687,1.0,0.85,0.0,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 59.8. | Inactivity ratio is 4.00. | Detected 1 drift signals.,"{""risk_score"": 0.5980720793424937, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 180.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-6ed061279997,1000082706,5115,Familia T2,Categoria T1,technical,account_deterioration,executive,52.35,medium,medium,0.72,0.3299650862068966,0.6599301724137931,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.599948275862069, ""inactivity_score"": 1.0, ""drift_score"": 0.9997413793103448, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-74294bd12e69,1000080597,Categoria C1,Anestesia,unknown,commodity,cross_sell_opportunity,opportunity,44.14,low,high,0.6,0.16155466666666668,0.7106426904083237,0.75,2423.32,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,marketing_automation,48,feature_engineering | commodity_ai_engine,Potential gap is 2423.32. | Capture ratio is 0.29.,"{""potential_h"": 3410.04, ""potential_gap"": 2423.32, ""capture_ratio"": 0.2893573095916764, ""cross_sell_score"": 0.7106426904083237}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-02fae62e0b77,1000080884,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,49.64,low,critical,0.6,0.05861333333333334,1.0,0.75,879.2,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,marketing_automation,24,feature_engineering | commodity_ai_engine,Potential gap is 879.20. | Capture ratio is 0.00.,"{""potential_h"": 879.2, ""potential_gap"": 879.2, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-3af747b5ae32,1000064323,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,63.01,medium,critical,0.6,0.35586666666666666,1.0,0.75,5338.0,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 5338.00. | Capture ratio is 0.00.,"{""potential_h"": 5338.0, ""potential_gap"": 5338.0, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-7ea4d245ce08,37992,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,50.26,medium,critical,0.6,0.07242933333333333,1.0,0.75,1086.44,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1086.44. | Capture ratio is 0.00.,"{""potential_h"": 1086.44, ""potential_gap"": 1086.44, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-30d21908ea14,1000082025,5100,Familia T1,Categoria T1,technical,churn_risk,risk,61.5,medium,critical,0.65,0.2999066367518275,1.0,0.85,3732.21,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 60.0. | Inactivity ratio is 5.00. | Detected 1 drift signals.,"{""risk_score"": 0.599813273503655, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 231.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-d4c0e8b4c27a,1000082143,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,57.45,medium,medium,0.6,0.6192693333333333,0.5022568749797239,0.75,9289.04,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,72,feature_engineering | commodity_ai_engine,Potential gap is 9289.04. | Capture ratio is 0.50.,"{""potential_h"": 18494.6, ""potential_gap"": 9289.04, ""capture_ratio"": 0.4977431250202762, ""cross_sell_score"": 0.5022568749797239}",2026-05-10T01:57:50.694097,2026-05-13T01:57:50.694097,False,
AL-044d742aef40,1000101774,Categoria C1,Anestesia,unknown,commodity,cross_sell_opportunity,opportunity,60.64,medium,critical,0.6,0.3031146666666667,1.0,0.75,4546.72,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 4546.72. | Capture ratio is 0.00.,"{""potential_h"": 4546.72, ""potential_gap"": 4546.72, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-15e77bece797,35226,5117,Familia T2,Categoria T1,technical,product_mix_drift,anomaly,93.9,critical,critical,0.7,1.0,0.9972727272727272,0.82,22763.58,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9972727272727272, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-f33d49e070dd,11415,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,67.81,medium,critical,0.6,0.46241733333333335,1.0,0.75,6936.26,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 6936.26. | Capture ratio is 0.00.,"{""potential_h"": 6936.26, ""potential_gap"": 6936.26, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-0eab942f53da,37612,5099,Familia T1,Categoria T1,technical,account_deterioration,executive,52.35,medium,medium,0.72,0.3299691546077685,0.659938309215537,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.59995430312262, ""inactivity_score"": 1.0, ""drift_score"": 0.9997715156130996, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-32b1f0f5757f,13675,5115,Familia T2,Categoria T1,technical,account_deterioration,executive,52.35,medium,medium,0.72,0.3299704163623083,0.6599408327246166,0.86,5296.61,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5999561723886049, ""inactivity_score"": 1.0, ""drift_score"": 0.999780861943024, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-cc83b6f1e5c2,34222,5115,Familia T2,Categoria T1,technical,account_deterioration,executive,52.25,medium,medium,0.72,0.32914363073749353,0.6582872614749871,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5987313047962868, ""inactivity_score"": 1.0, ""drift_score"": 0.9936565239814336, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-09b01fc82a3e,7547,5117,Familia T2,Categoria T1,technical,churn_risk,risk,61.49,medium,critical,0.65,0.2997145718577867,1.0,0.85,0.0,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 59.9. | Inactivity ratio is 5.00. | Detected 1 drift signals.,"{""risk_score"": 0.5994291437155734, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 504.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-09d243fcb7f1,1000069442,Categoria C1,Anestesia,unknown,commodity,cross_sell_opportunity,opportunity,49.92,low,critical,0.6,0.13488,0.9100723307783656,0.75,2023.2,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,marketing_automation,24,feature_engineering | commodity_ai_engine,Potential gap is 2023.20. | Capture ratio is 0.09.,"{""potential_h"": 2223.12, ""potential_gap"": 2023.2, ""capture_ratio"": 0.0899276692216344, ""cross_sell_score"": 0.9100723307783656}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-28acda09192c,35536,5099,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,68.29,medium,critical,0.7,0.4387168387168388,0.9871128871128872,0.82,350.1100000000006,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 0.99. | Volume drift is 0.00. | Interval drift is 0.99.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9871128871128872, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-66b58937310f,37642,5118,Familia T2,Categoria T1,technical,account_deterioration,executive,52.34,medium,medium,0.72,0.32994206008583693,0.6598841201716739,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5999141630901288, ""inactivity_score"": 1.0, ""drift_score"": 0.9995708154506436, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-3338ba9d3a12,1000079592,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,63.65,medium,critical,0.6,0.369892,1.0,0.75,5548.38,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 5548.38. | Capture ratio is 0.00.,"{""potential_h"": 5548.38, ""potential_gap"": 5548.38, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-02962d2effda,21161,5115,Familia T2,Categoria T1,technical,churn_risk,risk,56.37,medium,medium,0.8500000000000001,0.34238656322984556,0.6847731264596911,0.85,0.0,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,48,technical_product_engine,Churn risk score is 68.5. | Inactivity ratio is 0.91. | Detected 3 drift signals.,"{""risk_score"": 0.6847731264596911, ""risk_level"": ""high"", ""inactivity_score"": 0.3644444444444444, ""days_since_last_order"": 41.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-005c9700a531,1000102141,Categoria C1,Anestesia,unknown,commodity,cross_sell_opportunity,opportunity,53.67,medium,critical,0.6,0.148208,1.0,0.75,2223.12,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 2223.12. | Capture ratio is 0.00.,"{""potential_h"": 2223.12, ""potential_gap"": 2223.12, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-f5ad184d7f73,1000063323,5115,Familia T2,Categoria T1,technical,product_mix_drift,anomaly,68.66,medium,critical,0.7,0.441672569025696,0.993763280307816,0.82,0.0,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 0.99. | Volume drift is 0.00. | Interval drift is 0.99.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.993763280307816, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-dd348cb8af5f,1000040718,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,85.3,critical,high,0.6,1.0,0.8085835362933746,0.75,15703.420000000002,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,delegado,48,feature_engineering | commodity_ai_engine,Potential gap is 15703.42. | Capture ratio is 0.19.,"{""potential_h"": 19420.9, ""potential_gap"": 15703.420000000002, ""capture_ratio"": 0.1914164637066253, ""cross_sell_score"": 0.8085835362933746}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-d31252ba9f40,1000075177,5103,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,68.88,medium,critical,0.7,0.4434823868191561,0.9978353703431012,0.82,0.0,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9978353703431012, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-f77fa6cd9cb9,1000041136,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,63.01,medium,critical,0.6,0.35586666666666666,1.0,0.75,5338.0,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 5338.00. | Capture ratio is 0.00.,"{""potential_h"": 5338.0, ""potential_gap"": 5338.0, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
